,PEMEL_Max,PEMEL_Min,PEMEL_Mean,Siemens_1bar,Siemens_100bar,Siemens _50bar,Proton,Proton_Advanced,Giner_70bar_58C,Giner_7bar_42C,Giner_7bar_58C,Giner_70 bar_42C,CETH2,Helion_50C,Helion_60C,Helion_70C,Helion_70C_15bar,Giner,Hydrogenics,Proton,ITM_ELECTROHYPEM,AREVA,Siemens,Labor_dÅnne_Membran_80,Labor_dÅnne_Membran_50,AEL_Max,AEL_Min,AEL_Mean,Elwatec_FZ_JÅlich,DLR,FZ_JÅlic_ HPEL,Lurgi,GHW,Metkon_Alyzer_50,Metkon_Alyzer_60,Metkon_Alyzer_Hysolar_80,GHW,Stuart_Energy,FZ_JÅlich_Phoebus_80,FZ_JÅlich_Phoebus_50,Casale_Chemicals,Wasserelektrolyse_Hydrotechnik,RESelyzer,Hydrogenics,GHW
,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL
0.86,78.24581847,43.98712474,60.34842102,43.98712474,50.49000187,43.86145154,57.00191416,71.09866332,57.21511059,58.57727133,60.75337374,54.82668996,63.26992564,58.36785121,60.67287865,62.56980548,63.94830122,71.26171497,78.24581847,57.86587712,68.67962027,63.61345555,58.06810618,67.03409132,43.28458834,76.63457699,56.8468406,66.94685412,69.14291476,74.12859012,74.27916028,74.64549038,64.35293445,57.80197561,58.84936405,61.45441039,65.83547765,67.26009707,70.39932158,65.0192863,64.94178758,56.8468406,70.82786816,76.63457699,65.67642412
0.87,78.11228467,43.87896788,60.22563693,43.87896788,50.40019249,43.7464664,56.8287464,71.00003844,57.06828872,58.43828918,60.61365719,54.66810834,63.11476405,58.2336593,60.54211748,62.44035106,63.84146445,71.18329316,78.11228467,57.74622942,68.57952329,63.49900044,57.93913277,66.91686602,43.18345563,76.53164833,56.75768607,66.84863679,69.05111161,74.05324372,74.17703627,74.56996466,64.2346209,57.7182701,58.75433514,61.35555336,65.71051842,67.14784277,70.30303088,64.93019935,64.87022654,56.75768607,70.70109102,76.53164833,65.56044636
0.88,77.9749497,43.76623036,60.10398292,43.76623036,50.31703068,43.63527578,56.66505301,70.90272812,56.92430625,58.29954547,60.47672981,54.51678414,62.95940826,58.1005529,60.41225495,62.31230202,63.72314532,71.10692023,77.9749497,57.62843344,68.48093616,63.3849976,57.80926672,66.79985068,43.08385822,76.42908965,56.6690259,66.75132319,68.95923523,73.97848945,74.07527129,74.4963752,64.11601777,57.63712758,58.65963014,61.25782197,65.58920637,67.03853341,70.20751913,64.84181639,64.79934048,56.6690259,70.57216688,76.42908965,65.44582738
0.89,77.8318842,43.6491134,59.98240196,43.6491134,50.19214975,43.52720573,56.5191764,70.81293912,56.78292494,58.16079457,60.34237706,54.37394816,62.80427341,57.96856734,60.28351434,62.18574561,63.59654137,71.03243993,77.8318842,57.51234674,68.3843242,63.27141225,57.67857671,66.68302915,42.985678,76.32686388,56.58082206,66.65506953,68.86729127,73.90428175,73.97383773,74.4245744,63.99714735,57.56012431,58.56558697,61.16251637,65.47163401,66.93233337,70.11277508,64.7541275,64.72909902,56.58082206,70.44068132,76.32686388,65.33248567
0.9,77.68509001,43.54487128,59.86096407,43.54487128,50.03808505,43.40925796,56.35779741,70.73651722,56.64390657,58.02179085,60.21038438,54.24083116,62.64977466,57.83773801,60.15611892,62.06076908,63.46485012,70.95969453,77.68509001,57.39782687,68.29002422,63.1582096,57.5471314,66.56638529,42.88879687,76.22493392,56.49303653,66.55993607,68.77528535,73.83057509,73.87270796,74.35441323,63.87803191,57.48772094,58.47254638,61.07090701,65.35715448,66.82939517,70.01878124,64.66711707,64.65948447,56.49303653,70.3064827,76.22493392,65.2203397
0.91,77.54029902,43.4418671,59.74412135,43.4418671,49.91747835,43.29961722,56.2154854,70.67011262,56.50701292,57.88228871,60.08053721,54.11866392,62.49632716,57.70810023,60.030292,61.93745967,63.33126914,70.88852631,77.54029902,57.28473141,68.19791772,63.04535485,57.41499946,66.44990294,42.79309674,76.12326309,56.40563127,66.46582276,68.6832231,73.7573239,73.77185438,74.28574262,63.75869372,57.41850332,58.38084911,60.98326315,65.24510881,66.7296315,69.92551004,64.58076031,64.59052866,56.40563127,70.16979194,76.12326309,65.10930794
0.92,77.40339042,43.33113959,59.629839,43.33113959,49.84210795,43.19156058,56.06411811,70.6006545,56.37200577,57.74204252,59.95262101,54.00821915,62.34434606,57.57965451,59.90624704,61.81590461,63.19899596,70.81877756,77.40339042,57.17291791,68.10778534,62.93281322,57.28224954,66.33356594,42.69845951,76.02182093,56.31856826,66.372529,68.59111015,73.68448266,73.67124935,74.21841351,63.63915506,57.35087768,58.29070399,60.89863564,65.13483805,66.63273251,69.83293297,64.49503164,64.5222746,56.31856826,70.03085825,76.02182093,64.99930772
0.93,77.27998234,43.22531052,59.51441033,43.22531052,49.75486705,43.07894415,55.8856245,70.51461015,56.23864689,57.60080667,59.82642123,53.90855206,62.19424601,57.45228861,59.78398099,61.69618456,63.07101983,70.75029056,77.27998234,57.06224393,68.01940773,62.82054991,57.14895031,66.21735816,42.60476707,75.92058191,56.23180947,66.27981248,68.49895215,73.6120058,73.57086527,74.15227685,63.5194382,57.28325027,58.20176734,60.81600167,65.02570624,66.53837989,69.74102378,64.40990752,64.45467696,56.23180947,69.88993084,75.92058191,64.89023797
0.94,77.16866249,43.12667586,59.39915996,43.12667586,49.6388721,42.98132542,55.72520905,70.40460573,56.10669908,57.45834863,59.7017233,53.81831544,62.04625406,57.32586754,59.66327921,61.57822001,62.94804994,70.68290758,77.16866249,56.95256702,67.93256556,62.70853014,57.01517043,66.10126343,42.51190134,75.81952064,56.14531687,66.18743252,68.40675472,73.53984778,73.47067452,74.08718359,63.39956542,57.21417664,58.11355079,60.7343385,64.9172065,66.44625535,69.64979367,64.32539854,64.38752757,56.14531687,69.74725893,75.81952064,64.78198276
0.95,77.06038521,43.01659234,59.28380697,43.01659234,49.52624819,42.87373053,55.57867136,70.28173128,55.97594493,57.31466779,59.57831269,53.73616209,61.9001303,57.20025634,59.54391823,61.46176664,62.82938887,70.61647092,77.06038521,56.84374476,67.84703947,62.59671911,56.88097858,65.98526561,42.41974419,75.71861173,56.05905244,66.09523804,68.31452349,73.46796305,73.37064947,74.02298466,63.27955899,57.14341392,58.02556601,60.6528356,64.80887687,66.35604059,69.55928492,64.24154331,64.32062409,56.05905244,69.60309174,75.71861173,64.67442571
0.96,76.94879699,42.91049947,59.16961416,42.91049947,49.43389203,42.76510797,55.41639073,70.16052236,55.84618496,57.16996259,59.45597484,53.66074478,61.75556337,57.07532003,59.42567458,61.3465726,62.71431849,70.55082285,76.94879699,56.7356347,67.76261011,62.48508203,56.7464434,65.86934855,42.32817755,75.61782978,55.97297815,66.0031811,68.2222641,73.39630605,73.27076251,73.95953102,63.15944118,57.07129863,57.9373303,60.57135538,64.70025546,66.26741732,69.46954077,64.15838131,64.25425782,55.97297815,69.45767847,75.61782978,64.56745047
0.97,76.83392577,42.81623706,59.05890967,42.81623706,49.35470084,42.66650943,55.25742507,70.05551296,55.71722033,57.02443789,59.33449519,53.59071632,61.61224189,56.95092363,59.30832481,61.23238601,62.60212064,70.48580565,76.83392577,56.62809439,67.67905815,62.37358411,56.61163357,65.75349609,42.2370833,75.5171494,55.88705597,65.91126157,68.12998218,73.32483126,73.17098602,73.89667359,63.03923428,56.99817106,57.84860842,60.48989329,64.59088036,66.18006723,69.38058244,64.07593187,64.18919027,55.88705597,69.31126834,75.5171494,64.46094068
0.98,76.7165923,42.71215526,58.95118215,42.71215526,49.27454306,42.56666787,55.120667,69.97626817,55.5888522,56.87829857,59.2136592,53.52472949,61.46985451,56.82693215,59.19164543,61.11895501,62.49207721,70.42126161,76.7165923,56.52098141,67.59616422,62.26219057,56.47661775,65.63769208,42.14634335,75.4165452,55.80124787,65.81948017,68.03768336,73.25349311,73.07129239,73.83426334,62.91896055,56.92436768,57.7595036,60.40844481,64.48037808,66.09367203,69.29226843,63.99406649,64.12608539,55.80124787,69.16411057,75.4165452,64.35477997
0.99,76.59761733,42.60538348,58.84362202,42.60538348,49.17246146,42.45509869,54.97913172,69.91634483,55.46088174,56.73174951,59.09325231,53.46143708,61.32808985,56.70321063,59.07541299,61.00602774,62.38347005,70.35703301,76.59761733,56.4141533,67.51370899,62.1508666,56.3414646,65.52192038,42.0558396,75.31599179,55.71551582,65.72780343,67.94537328,73.18224605,72.97165399,73.7721512,62.79864228,56.85015526,57.6701435,60.32700539,64.36896378,66.00791342,69.2043842,63.9125907,64.06462133,55.71551582,69.01645438,75.31599179,64.24885199
1,76.47782161,42.56768045,58.73843327,42.56768045,49.04590339,42.349588,54.82129089,69.86608221,55.33311012,56.58499557,58.97305998,53.39949188,61.18663657,56.57962409,58.95940402,60.89335234,62.27558103,70.29296212,76.47782161,56.30746764,67.43147311,62.03957743,56.20624278,65.40616482,41.96545395,75.21546377,55.62982181,65.63617918,67.85305756,73.11104454,72.87204321,73.71018812,62.67830173,56.77573935,57.58065575,60.24557051,64.25709311,65.92247312,69.11671486,63.8313097,64.00397959,55.62982181,68.86854896,75.21546377,64.14304036
